question,answer
 سؤالى برایم پیش آمده، که فکر مى کنم مشکل بسیارى از خانمها باشد، و آن بدین شرح است: چندى پیش مرجع تقلیدم به رحمت خدا رفت، در فکر انتخاب مرجع تقلید جدید فرو رفتم، شوهرم رساله یکى از مراجع جدید را تهیه و به منزل آورد، و من هم طبق همان رساله عمل کردم. آیا انتخاب مرجع تقلید به این شکل صحیح است؟, در صورتى که از تحقیق شوهرتان براى شما اطمینان حاصل شده است کافى است، در غیر این صورت باید تحقیق کنید.
 برخى از خانمهاى جلسه اى، در جلسات زنانه، به شرح و تبیین احکام مى پردازند، که البته این کار لازمى است، ولى علیرغم این که خانمهاى حاضر در جلسه، مقلد مراجع مختلف هستند، آن خانم فقط فتواى یکى از مراجع محترم را بیان مى کند، بدون این که نام آن مرجع تقلید را ببرد. اگر کسانى که مقلد آن مرجع تقلید نیستند، بدون توجه به آن فتوا عمل کنند، آیا مسئولیتى متوجه گوینده مى باشد؟ راه جبرانش چگونه است؟, در چنین جلساتى، که مقلدین مراجع مختلف وجود دارند، لازم است فتاواى مراجع معروف را، اگر با هم تفاوتى دارد، تبیین کند; در غیر این صورت مسئولیت دارد. صفحه۲۶صفحه۲۷<H۲ class=content_h۲>۳- احکام طهارت و نجاست</H۲><H۳ class=content_h۳>مقدمه</H۳>اسلام دین پاک و پاکیزه اى است و پاکیزگى را دوست دارد و به آن سفارش مى نماید و براساس آن احکام و قوانینش را تنظیم مى کند. نظافت و پاکیزگى در این دین مقدس، آنقدر ارزشمند و مهم است که در برخى روایات، به عنوان بخشى از ایمان از آن یاد شده است (۱) ; یعنى مسلمانى که طهارت و نجاست و نظافت را رعایت نمى کند ایمانش کامل نیست. این دین پاک و مبرى از هرگونه تحریف و پیرایه، هم دستوراتى در زمینه نظافت فردى دارد و هم سفارش به نظافت اجتماعى مى کند، عمل کردن به این دستورات، مخصوصا در عصر و زمان ما، لازم و ضرورى است. احکامى که در این فصل مطرح مى شود، بخشى از مسائلى است که این دین پاک آسمانى، در این زمینه مطرح کرده است. امید است که بدان توجه و سپس عمل کنیم. تذکر: لازم به ذکر است که مردان و زنان در بسیارى از احکام طهارت و نجاست مشترکند و تنها قسمت کمى از احکام این باب مختص بانوان است. در اینجا تنها به احکام اختصاصى بانوان در مسأله طهارت و نجاست مى پردازیم. (۱)
 در یکى از جلسات روضه زنانه، خانم گوینده مى گفت: شستشوى لباس در دو وقت، کار خوبى نیست: نخست به هنگام شب; زیرا موقع استراحت آب است، و دیگر روزهاى جمعه; بخاطر این که آب مهریه حضرت زهرا (علیها السلام) است; مگر این که لباس سیدى را به همراه لباسهایتان بشوئید! آیا این سخنان صحیح است؟ در صورت عدم صحت، لطفا چنین گویندگانى را نصیحت کنید., این سخنان صحیح نیست و لازم است این خواهران بدون تحقیق عهده دار بیان مسائل نشوند، که مسئولیت آن سنگین است. <H۳ class=content_h۳>استبراء</H۳>مسأله ۱۹: براى زنان استبراء نیست، بنابراین هرگاه رطوبت مشکوکى از آنها خارج شود، پاک است; وضو و غسل هم ندارد. مسأله ۲۰: غیر از «بول» و «منى» رطوبتهاى دیگرى که از انسان خارج مى شود چند قسم است: اول: آبى که گاه بعد از بول بیرون مى آید و کمى سفید و چسبنده است و به آن «ودى» مى گویند. دوم: آبى که هنگام ملاعبه و بازى کردن با همسر بیرون مى آید و به آن «مذى» مى گویند و این موضوع در مورد بانوان هم جارى است. سوم: آبى که گاه بعد از منى بیرون مى آید و به آن «وذى» مىگویند. همه این آبها در صورتى که مجرا آلوده به بول و منى نباشد، پاک است و وضوء و غسل را هم باطل نمى کند.
 معمولا وقتى که لباس زیرم را مى شویم لکه هاى سفید لزجى بر روى آن مشاهده مى کنم و فکر مى کنم که غالب زنان به چنین مسأله اى مبتلا مى باشند. آیا این لکه‌ها پاک است؟, آرى پاک است.
 بتازگى و در کنار مرقد پاک و منور حضرت ثامن الحجج (علیه السلام) مراسم عقدمان انجام شد. از آن پس هرگاه با شوهرم دست مى دهم و یا حتى سخن مى گویم، مایعى از من خارج مى شود، البته در این گونه موارد به اوج لذت نمى رسم; آیا این مایع پاک است؟, آرى پاک است. <H۳ class=content_h۳>مسکر مایع و الکلها</H۳>
 پرستار بخش زنان و زایمان یکى از بیمارستانها هستم و در مورد طهارت و نجاست الکل سؤالى داشتم: آیا استفاده از الکل براى ضد عفونى کردن محل تزریقات، یا ناف بچه، موجب نجاست پوست مى شود؟, اشکالى ندارد و پاک است.
 عطرها و ادکلن‌ها بطور گسترده، مورد مصرف خانمها قرار مى گیرد، حال اگر اینها حاوى الکل باشند از نظر طهارت چه حکمى دارد؟ منظور عطرها و ادکلن هاى خارجى است که در بازار به فروش مى رسد، آیا براى نماز اشکال دارد؟, اشکالى ندارد. <H۳ class=content_h۳>عرق جنب از حرام</H۳>مسأله ۲۵: نزدیکى کردن با همسر در حال عادت ماهیانه، یا در حال روزه ماه مبارک رمضان حرام است و اگر عرق کند، احتیاط واجب آن است که با آن معامله عرق جنب از حرام کند. (۱)
 هرگاه زنى که در حال نفاس است و یا زن مستحاضه قبل از انجام دادن وظائفش (نعوذ بالله) با همسرش نزدیکى کند و عرق نماید و یا دخترى (پناه بر خدا) استمناء کند، آیا عرق اینها نیز عرق جنب از حرام محسوب مى شود؟, بنابر احتیاط واجب احکام جنب از حرام در این موارد نیز جارى مى شود و مادام که عرق در بدن یا لباس است و خشک نشده نماز خواندن با آن اشکال دارد; ولى در هر حال نجس نیست. <H۳ class=content_h۳>راههاى ثابت شدن نجاست</H۳>مسأله ۲۷: نجس بودن چیزى از سه راه ثابت مى شود: اول آن که انسان یقین پیدا کند; ولى گمان، حتى گمان قوى، کافى نیست. دوم آن که کسى که چیزى در اختیار اوست (مثل صاحب خانه) خبر دهد که آن چیز نجس است. سوم آن که دو نفر عادل و یا حتى یک عادل گواهى دهد.
 زنى هستم که در مورد نجاست زود حکم به نجاست مى کنم، مى خواستم بدانم که آیا در مسأله نجاست یقین لازم است؟ یا ظن و گمان کافى است؟, در مسأله نجاست یقین قطعى و صد در صد لازم است و مادامى که چنین یقینى حاصل نشود تکلیفى ندارد و اگر یقین صد در صد حاصل شد اجتناب لازم است; مگر در موارد اضطرار.
 پس از بازگشت از مشهد مقدس خانمهاى همسایه به دیدنم آمدند، یکى ازبچه هاى همسایه، قسمتى از فرش منزل ما را نجس کرد، اکنون فراموش کرده‌ام که کجاى آن فرش دوازده مترى نجس شده است، آیا مى توان روى این فرش نماز خواند؟ اگر دست یا پاى مرطوب روى یک قسمت آن نهاده شود، آیا نجس مى شود اینجانب فهیمه الف مبتلا به بیمارى وسواس هستم و متأسفانه بسیار شدید و غیر قابل تحمل است، مثلا در مورد تطهیر و غسل وسواس من به گونه اى است که گاهى اوقات وقتى شب به حمام مى روم نزدیک طلوع آفتاب موفق به تطهیر و انجام غسل مى شوم! باور کنید در این چند سال به اندازه بیست سال آب مصرف کرده‌ام! براى درمان این بیمارى به نزد برخى از علما رفتم، ولى مؤثر نشد، به مشهد رفتم، با چه گرفتاریهایى که در سفر و هنگام تشرف داشتم و بسیار دعا و تضرع کردم، ولى متأسفانه شفا نیافتم. این بیمارى نزدیک است مرا از پاى در آورد، نه تنها خود، که خانواده را نیز نگران و در زحمت انداخته‌ام، وسواس باعث شده که نتوانم عبادتهایم را انجام دهم، بدین جهت ماه رمضان را سفر مى کنم، تا مشکل روزه گرفتن نداشته باشم; اگر چه در سفر نیز هیچ چیز نمى خورم! لطفا مرا راهنمایى کنید تا از این وضع غمبار نجات یابم و از زخم زبان اطرافیان آسوده گردم., مشکل شما در واقع از خود شماست و مقصر اصلى خودتان هستید و به همین دلیل دعاى شما هم مستجاب نمى شود و علت اصلى آن ندانستن مسأله است. مسأله اصلى این است که بر شما واجب نیست یقین به طهارت و غسل و مانند آن پیدا کنید، آنچه بر شما، به عنوان یک وظیفه شرعى، لازم مى باشد این است که به مقدار سایر مردم آب بریزید و به همان قناعت کنید، هر چند در غسل و طهارت شک داشته باشید و ما مسؤولیت شرعى این کار را مى پذیریم. شما از امروز فقط به مقدار مردم آب بریزید و قناعت کنید و با بدن نجس و حال جنابت (به گمان خودتان) نماز بخوانید و هیچ اشکالى هم ندارد و نماز و روزه شما کاملا صحیح است و ما به این وسیله برشما، و تمام افراد وسواسى، إتمام حجت مى کنیم و مخالفت با آن گناه است. ما از خداوند مى خواهیم که به شما توفیق توجه به این مسأله را عنایت کند و از دام شیطان نجات پیدا کنید.
 مدتى قبل، تقریبا در همه امور، در دام وسواس افتادم. اکنون تا حدودى آن را از خود دور کردهام، ولى مشکلى که هنوز دارم طول کشیدن غسل (در حدود چهل دقیقه) و گاهى هم تکرار الفاظ نماز است. لطفا مرا راهنمایى کنید., بهترین راه براى ترک وسواس، بى اعتنایى به آن است; یعنىملاحظه کنید دیگران چه مقدارى، مثلا براى غسل، معطل مى شوند، شما هم چنین کنید، مثلا ده دقیقه یا حداکثر یک ربع ساعت; اگر شیطانگفت درست نشد، اعتنا نکنید عمل شما صحیح است و نگران نباشید، و ما مسؤولیت آن را بر عهده مى گیریم.
 آیا اعمال وسواسى‌ها ضررى به اعتقادات آنها نمى زند؟ به عنوان مثال زن وسواسى که یک چیز نجس را ده بار آب مى کشد، او در واقع وقتى دوبار با آب قلیل آب کشید معتقد است که هنوز نجس است، در حالى که خدا و پیامبر (صلى الله علیه وآله) و ائمه (علیهم السلام) مى گویند پاک است، آیا چنین شخصى عملا با شرع مقدس اسلام مخالفت نکرده است؟, عمل به وسواس کار خلافى است; ولى ضرر به اعتقادات او نمى زند.
 در مصرف آب زیاده روى مى کنم و هر چه تلاش مى نمایم نمى توانم جلوى این کار زشت خود را بگیرم. به همین جهت همواره با شوهرم مشاجره داریم. او مى گوید: «گذشته از این که کار حرامى انجام مى دهى و ضامن هستى، من که شوهر تو هستم راضى به عمل تو نیستم». لطفا بفرمائید: الف: آیا کار من حرام و موجب ضمان است؟ ب: آیا در وضو و نمازم اشکالى ایجاد مى شود؟, سعى کنید به مقدار متعارف آب مصرف کنید. اگر بیش از آن باشد و همسرتان راضى نباشد، حرام و موجب ضمان است و اگر شیطان وسوسه کند که فلان مقدار آب کافى نیست، اعتنا نکنید و اعمالتان اشکالى نخواهد داشت و ما مسئولیت آن را به عهده مى گیریم و به فرض که همسرتان هم راضى باشد اسراف در آب وضو و غسل جایز نیست.
 دخترى ۲۰ ساله هستم و به شدت وسواس دارم، این وسواس مانع ترقى من شده است. یک بار براى شما در این مورد نامه نوشتم و شما این گونه ,جواب دادید: «ما راهى نشان مى دهیم که به افراد زیادى توصیه کرده‌ایم و بسیار مؤثر است و آن این است که شما به افراد متدین معمولى نگاه کنید، ببینید آنها چقدر آب مى کشند، به همان مقدار قناعت کنید. بقیه براى شما پاک است و ما مسؤولیت آن را شرعا مى پذیریم»، در حالى که من در نامه قید کرده بودم که فقط از شما یک فتوى مى خواهم و آن این که: «چیزهاى نجس و متنجس را براى مدتى بر من پاک بدانید» ; ولى شما جوابى که در بالا ذکر شد را مرقوم داشتید و من باز هم روى حرفم هستم، این فتوى را بدهید تا من چیزهاى نجس و متنجس را پاک بدانم. شما باید تسلیم حکم خدا باشید. حکم خدا این است که به مقدار متعارف بشوئید، بقیه براى شما «پاک» است، هر چند حالت وسواس به شما مى گوید نجس است، این روشن‌ترین راه است، و بسیارى از این طریق درمان شده‌اند.
 چند مسأله در مورد طهارت و نجاست برایم پیش آمده که همواره فکر و ذهنمرا مشغول کرده است. و مرا به شدت عذاب مى دهد، از درس و مطالعهافتاده‌ام و خانواده‌ام نیز از رفتار من به تنگ آمده‌اند. شما را به مقام رسول الله (صلى الله علیه وآله) قسم مى دهم، مرا نجات دهید. اگر شما بفرمائید: «اعتنابه این موارد حرام است; و در صورت اعتنا، به جهنم مى روى» و گناهش را به گردن بگیرید، نجات پیدا مى کنم., به یقین اعتنا کردن شما به مواردى که برخواسته از وسواس است حرام مى باشد و باید آن را ترک کنید و ما مسؤولیت آن را به گردن مى گیریم.
 تکلیف من در موارد زیر چیست؟ الف: گاهى زمینى نجس مى شود، بعدا برف یا باران مى آید و تمام زمین‌ها خیس مى شود، مردم و وسایل نقلیه از روى آن زمین نجس عبور مى کنند و به همه جا میروند (مسجد، حرم، نانوائى، قصابى، داخل اتوبوس شرکت واحد، مدرسه، بازار و …) و به خاطر خیس بودن زمین، نجاست را به همه آن مکان‌ها منتقل مى کنند، به همین جهت آن مکان‌ها را نجس مى دانم، همان گونه که گرد و خاک هاى آن خیابان‌ها و مکان‌ها را نیز نجس مى دانم. ب: هرگاه توالت مى روم با این که در موقع بول کردن بسیار مواظب هستم تا بول ترشح نکند، در عین حال قطع پیدا مى کنم که بول به شلوار و پایم ترشح کرده است; لذا توالت رفتن برایم مشکل شده و تا آن موضع را آب نکشم راحت نمى شوم. ج: در بعضى مواقع پشت و جاهاى دیگر دستم بهلبه میز و یا لبه کتاب و یا چیزهاى زبر برخورد مى کند و بدون این که دستم زخم شود، یا خونى بیرون بیاید، از گوشه و کنار ناخنها و جاهاى دیگر دستم چیزى با احساس کمى درد جدا مى شود و یا روى انگشت هاى دستم پوست هاى مختصرى وجود دارد که با فرو بردن دست به داخل جیب و یا تماس گرفتن با چیز دیگر، آنها با احساس کمى درد از دستم جدا مى شود، لطفا در این موارد تکلیف مرا بیان فرمائید., بدون شک شما گرفتار وسواس هستید; وظیفه شما این است که به سایر مردم نگاه کنید و ببینید آنها تا چه حد به این امور اعتناء مى کنند و علم به نجاست پیدا مى کنند (منظور قشر متدین است) آن مقدار که آنها یقین پیدا مى کنند و آب مى کشند شما هم آب بکشید و نسبت به بقیه تکلیفى ندارید; هر چند فکر شما به شما بگوید نجس است; زیرا در این گونه موارد افراد متدین عادى، علم و یقین به نجاست پیدا نمى کنند. ضمنا پوستهائى که از دست و بدن جدا مى شود محکوم به پاکى است، مگر این که شما آنها را با فشار بکنید و محل آن سوزش پیدا کند، که در این صورت احتیاط کنید.
 منزل ما از نظر طهارت مشکل دارد; فرشها، دربها، دیوار اطاقها، پنجره‌ها، پرده‌ها، بخارى زمینى، بخارى دیوارى، جارو برقى، کمدها، بعضى از کتاب‌ها، بالشت‌ها، رختخواب و تشک‌ها، قاب عکس‌ها و خلاصه تمام زندگى ما نجس است، گفتم نامه اى براىشما بنویسم تا شاید در مورد من فتواى خاص (اجازه مخصوص) بدهید و اینجانب را از معافیت مخصوصى در مورد چیزهایى که تا به حال نجس شده برخوردار سازید، تا همه چیز و همه کس براى من طاهر باشد., شما گرفتار وسواس هستید و تنها درمان آن بى اعتنایى است. فتواى ما براى شما این است که ببینید مؤمنان دیگر چه اندازه به این امور اعتنا مى کنند، به همان اندازه اعتنا کنید; بقیه براى شما پاک است. <H۳ class=content_h۳>مسائل متفرقه نجاسات</H۳>
 آیا مایعى که از کیسه آب جنین (مایع آمنیوتیک) خارج مى شود حکم نجاست دارد؟ شایان ذکر است که کیسه آب جنین ممکن است قبل از زایمان پاره شود و از طریق مجراى تناسلى خارج گردد., محتوى کیسه آب جنین نجس نیست; مگر این که آلوده به خون باشد.
 چنانچه شى اى با تماس با نجاسات نجس شود، سپس این شىء نجس، با شىء دومى و شىء دوم با شىء سوم و … تماس پیدا کند، حال این واسطه‌ها تا چه تعداد باعث انتقال نجاست به شىء بعدى مى شود؟, تا دو واسطه باعث انتقال نجاست مى شود، نه بیشتر; یعنى اگر دستنجس، مثلا، به دست دیگرى بخورد آن هم نجس مى شود و اگر آن، به شىء سومى بخورد نجس مى شود; ولى اگر شىء سوم به چهارمى بخورد نجس نخواهد شد و این امر بسیارى از مشکلات باب طهارت و نجاست را حل مى کند.
 با توجه با این که امروزه بسیارى از لوازم آرایشى مورد مصرف بانوان مسلمان از جفت جنین تهیه مى شود، استفاده ومصرف آن چه حکمى دارد؟ و آیا جفت جنین نجس است، یا متنجس؟, دلیلى بر نجاست جفت نیست (همانطور که در تعلیقه بر عروة الوثقى نیز نوشته‌ایم) بنابراین اگر آلوده به خون نباشد، یا شک داشته باشیم، پاک است. <H۳ class=content_h۳>مطهرات</H۳>
 شوهرم سگى را در منزل نگهدارى مى کند و گاهى از اوقات ته مانده برخى از غذاهایى که براى خودمان آماده مى کنیم جلوى او مى گذارد و حیوان آن ظرف را مى لیسد، لطفا بفرمائید: اولا: نگهداشتن سگ در منزل چه حکمى دارد؟ ثانیا: چنین ظرفهایى را چگونه تطهیر کنیم؟, اولا: نگه داشتن سگ در منزل در صورتى جایز است که براى حفظ منزل و مانند آن لازم باشد. ثانیا: هر گاه سگ ظرفى را لیسیده یا از آن آب یا مایع دیگرى خورده باشد، ابتدا باید آن را با خاک پاک که مخلوط با کمى آب باشد خاک مال کرد و سپس دو مرتبه در آب قلیل، یا یک مرتبه در آب کر یا جارى شست.
 در جلسه هفتگى خانمهاى محله ما، این سؤال مطرح شده است: در احکام آمده است که اگر سگ به ظرفى زبان بزند باید آن را خاک مال کرد، حال با وجود مواد بهداشتى و پاک کننده اى مثل الکل، مایعات ظرفشوئى، انواع مایعات و پودرهاى پاک کننده، آیا باز هم خاک مال کردن لازم است؟, آرى لازم است.
 متأسفانه شوهرم مبتلا به یکى از گناهان کبیره خطرناک، یعنى شرابخوارى است، ظرفهایى را که با شراب نجس مى کند، چگونه پاک کنم؟, ظرفى را که با شراب نجس شده، باید با آبقلیل سه مرتبه بشویند و دست در آن بمالند و مستحب است هفت مرتبه شسته شود. مسأله ۴۵: هر گاه چیزى با بول پسر یا دختر شیر خوارى که غذاخور نشده نجس گردد، چنانچه یک مرتبه آب روى آن بریزند پاک مى شود و در لباس و فرش و مانند آن فشار لازم نیست، ولى احتیاط مستحب آن است که دو مرتبه بریزند.
 من در بخش تزریقات بانوان کار مى کنم، در برخى موارد پس از تزریق آمپول به داخل رگ و با یقین به تماس سوزن با خون داخل رگ، وقتى که تزریق تمام مى شود، اثرى از خون بر روى سوزن دیده نمى شود، آیا این سوزن پاک است، یا نجس مى باشد؟, پاک است.
 براى آماده کردن نان میهمانى، که جهت بازگشت شوهرم از مکه مکرمه داشتیم، تصمیم گرفتم خودم در منزل آن را بپزم، بدین جهت آرد زیادى را خمیر کردم، ناگهان خون دماغ شدم و قطره اى خون به داخل خمیرها افتاد، آیا راهى براى تطهیر این همه خمیر نجس، که همه آنها را مخلوط کرده‌ام، وجود دارد؟, ظاهرا راه قابل ملاحظه اى ندارد. صفحه۳۸<H۲ class=content_h۲>۴- مسائل وضو</H۲>مقدمهبدون شک «وضو» داراى دو فایده روشن است: «فایده بهداشتى» و «فایده اخلاقى و معنوى» از نظر بهداشتى شستن صورت و دستها، آن هم پنج بار یا یا لااقل سه بار در شبانه روز، اثر قابل ملاحظه اى در نظافت بدن دارد، مسح کردن بر سر و پشت پاها، که شرط آن رسیدن آب به موها، یا پوست بدن است، سبب مى شود که این اعضا را نیز پاکیزه بداریم، ضمن اینکه تماس آب با پوست بدن، اثر خاصى در تعادل اعصاب «سمپاتیک» و «پاراسمپاتیک» دارد. و از نظر اخلاقى و معنوى چون با قصد قربت و براى رضاى خدا انجام مى شود، اثر تربیتى دارد; زیرا مفهوم کنائى وضو این است که: «از فرق تا قدم در راه اطاعت تو گام بر مى دارم.» در روایتى از امام هشتم (علیه السلام) اشاراتى به این مطلب شده است. (۱)
 من در وضو دستهایم را سه بار مى شستم، پس از ازدواج شوهرم گفت: «این کار اشکال دارد» حال اگر شخصى در وضو، صورت و دستها را سه بار بشوید، وضو و عباداتش چه حکمى دارد؟, وضو و عباداتش اشکال دارد. و لکن باید توجه کرد که منظور از سه بار، یا دوبار شستن این است که عضو مورد نظر یک بار کاملا شسته شود، سپس بار دوم را شروع کند و کامل بشوید، و همچنین بار سوم. اما ریختن آب بر عضوى، دوبار، یا بیشتر، تا زمانى که از شستن کامل آن فارغ نشده اشکالى ندارد.
 مسح سر خانمها، که موى سر آنها بلند است، باید چگونه باشد؟, کسى که موى سر او به اندازه اى بلند است که اگر مثلا شانه کند به صورتش مى ریزد، یا به جاهاى دیگر سر مى ریزد، باید بیخ موها را مسح کند و بهتر است که قبل از وضو، فرق سر را باز کند تا پس از شستن دست چپ، بین موها، یا پوست سر را براحتى مسح نماید.
 لطفا وظیفه خانمهایى که موى مصنوعىکشت کرده‌اند را به هنگام مسح سر بیان فرمائید؟, در صورتى که آب به پوست سر برسد مسح آنها صحیح است، در غیر این صورت حکم جبیره را دارد.
 طلبه حوزه علمیه خواهران یکى از شهرستانها هستم که در یک مدرسه موقوفه حجره اى به ما داده‌اند. گاهى از اوقات میهمانى براى ما مى آید و از آب این مدرسه براى وضو استفاده مى کند، آیا براى میهمانان ما استفاده از آب مدرسه جهت وضو و مانند آن جایز است؟, اشکال دارد; مگر این که پذیرفتن چنان میهمانى برخلاف شرایط وقف نباشد. مسأله ۵۲: هر گاه زن در جایى وضو بگیرد که نامحرم او را ببیند، وضوى او باطل نیست; هر چند گناه کرده است.
 مشغول وضو بودم که ناگهان غذایم سر رفت، وضو را رها کردم و به سراغ اجاق گاز رفتم و زیر غذا را خاموش کردم و سپس وضو را ادامه دادم. آیا وضویم صحیح است؟, این مقدار اشکالى ندارد.
 مدتى بود که دخترم با آفتابه آب مى ریخت و من وضو مى گرفتم، در یکى از جلسات زنانه گفته شد: «هر کس باید خودش وضو بگیرد و نباید کسى کمکش کند» آیا وضوهاى من به شکل فوق اشکال دارد؟ نمازهائى که با چنین وضوئى خوانده‌ام چه حکمى دارد؟, در صورتى که آب را در دست شما مى ریخته و شما آن را به صورت یا دستها مى زده‌اید وضوى شما باطل نبوده، ولى این کار کراهت دارد.
