question,answer
 آیا از مجتهدی که در مسائل روز جامعه و سیاست داخلی و خارجی کشور آگاه نیست ولی دارای شرایطی که در رساله عملیه ذکر شده می‌باشد، تقلید جایز است؟, جایز است بشرط آن که فتاوای او موجب مفسده‌ای در جامعه اسلامی نگردد.
 آیا حضرت عالی حکم حاکم را نافذ می‌دانید، بنابراین اگر مرجعیحکم کرد آیا برهمه حتی مراجع دیگر واجب است عمل کنند؟, بر همه واجب است عمل نمایند مگر اینکه خلاف آن، یقینی باشد.
 آیا مرجع باید مجتهد مطلق باشد یا متجزی هم می‌تواند باشد؟, تقلید متجزی خالی از اشکال نیست.
 آیا زن می‌تواند علوم اسلامی را تحصیل نماید و به مقام اجتهاد برسد؟, مانعی ندارد و ممکن است به مقام اجتهاد برسد.
 اگر زنی به مقام اجتهاد برسد آیا بر او نیز تقلید حرام است؟, در این مسأله فرقی میان مرد و زن نیست.
 آیا رجوع از مرجع مساوی به مساوی را جایز می‌دانید؟, جایز نیست.
 شخصی از مرجعی تقلید می‌کرده است، پس از فوت او با اجازه مرجع دوم زنده به تقلید مرجع اول باقی مانده است، سپس مرجع دوم از دنیا رفته است و اکنون از مرجع سوم که زنده است تقلید می‌کند، اکنون آیا با اجازه مرجع زنده باید بر تقلید از مرجع اول باقی بماند یا مرجع دوم؟, به تقلید مرجع اول باقی بماند
 تقلید بر مجتهد حرام است آیا این مسأله شامل فضلا و طلابی که در مسائل اندکی مجتهد هستند می‌شود؟, شامل مجتهد مطلق و متجزی هر دو می‌شود.
 خواهشمندم بفرمایید چرا تقلید واجب است؟, به دلیل عقل و بنای عقلای دنیا که جاهل در هر مسأله‌ای باید به عالم رجوع کند، آیا شما هرگاه مریض شوید از طبیب دستور نمی‌گیرید، احکام دین را نیز باید از متخصصان آن فراگرفت.
 بنده از حضرت آیت الله العظمی اراکی (رضوان الله تعالی علیه) تقلید می‌کردم و بعد از فوت ایشان به فتوایشما بر تقلید ایشان باقی ماندم، آیا باید حتما مسائل جدیدی که پیش می‌آید را از شما سؤال کنم یا می‌توانم به مراجع دیگر رجوع کنم و اگر به کس دیگری رجوع کردم در حالی که استفتائاتی از جنابعالی نموده بودم و به بعضی از آنها عمل کردم می‌توانم همان سؤالات را از او سؤال کنم؟, چنانچه به ما رجوع کرده‌اید، باید مسائل تازه را از ما سؤال کنید.
 با توجه به اینکه درصد نمک آب خلیج فارس و دریای عمان و بسیاری از دریاهای دیگر بالاست به طوری که در هر متر مکعب آن ۲۰۰/ ۳ کیلوگرم نمک وجود دارد، آیا این آب حکم آب مضاف را دارد؟, اینگونه آبها مضاف نیست و شستشو با آن موجب طهارت است.
 در یکی از روستاهای خوزستان سه چاه آب قلیل در کنار هم است، در یکی از چاهها سگ ولوغ کرده و در دومی چیز نجس ریخته شده است. اما سومی پاک است، ولی ما نمی‌دانیم که کدام یک از آن، چاه‌ها پاک است در این صورت که شبهه، محصوره است، آیا اجتناب از همه آنها لازم است؟, چنانچه چاههای معمولی باشد که از آن آب می‌جوشد با ملاقات نجس، نجس نمی‌شود مگر اینکه رنگ یا طعم یا بوی آن تغییر پیدا کند.
 تصفیه آبهای زاید و فاضلاب و غیره به آب زلال در بعضی از کارخانه‌ها و مراکز انجام می‌گیرد، آیا این آبها پاک هستند؟, اشکال دارد مگر این که با آب جاری یا کر به اندازه کافی مخلوط شود.
 آیا لباس به وسیله ماشین لباسشوییاتوماتیکی که خود چند بار لباس را می‌شوید و آب آن را می‌کشد پاک می‌شود؟, پاک است خواه در حال شستن لباسها اتصال با آب لوله کشی داشته باشد یا بعد از قطع شدن، شروع به شستشو کند.
 تغذیه کردن حیوان به نجاست (غیر از مدفوع) مانند استفاده از خون برای تغذیه طیور چه صورتی دارد؟, تغذیه حیوان به غیر مدفوع از سایر نجاسات باعث حرمت گوشت و شیر آن نمی‌شود، ولی پرهیز کردن از آن بهتر است.
 با توجه به اینکه امروزه بسیاری از لوازم آرایش مورد مصرف بانوان مسلمان از جفت جنین تهیه می‌گردد استفاده و مصرف آن چه حکمی دارد در ضمن بفرمایید جفت نجس است یا متنجس؟, دلیلی بر نجاست جفت نیست (همان طور که در تعلیقه عروه نیز نوشته‌ایم) بنابراین اگر آلوده به خون نباشد یا شک داشته باشیم پاک است.
 آیا دست نجس همراه آب کشیدن گوشت و دنبه پاک می‌شود؟, پاک می‌شود مگر اینکه جرم چربی روی آن را گرفته باشد ولی چربی مختصر اشکال ندارد.
 اگر گوسفندی از شیر سگ بخورد آیا گوشت آن نجس و حرام است؟, در مورد شیر سگ دلیلی بر حرام بودن نداریم هرچند گوسفند از آن زیاد بخورد آن چنان که استخوانش محکم گردد، ولی در مورد خوردن شیر خوک هرگاه به این مقدار بنوشد هم گوشت خودش حرام است و هم نسلهای بعد از آن، اما اگر کمتر از آن باشد گوشتش مکروه است و بهتر آن است که هفت روز آن را ببندند و غذای پاک بدهند. سؤال۳۹- حکم ژلاتین که از استخوان خوک و یا گاو گرفته می‌شود چیست؟ لازم به ذکر است بیشتر موادی که ویتامین دارد و نیز بیشتر داروها در آمریکا و حتی بعضی از شیرینی جات از این ماده درست می‌شود. استفاده از آن در موارد ضرورت مانعی ندارد.
 در احکام داریم که اگر سگ به ظرفی زبان بزند باید آن را خاک مال کرد، حال با وجود موادی مانند الکل، مایعات ظرفشویی و غیره آیا خاک مال کردن لازم است؟, آری لازم است.
 آیا اهل کتاب نجس هستند؟, احتیاط اجتناب است مگر برای کسانی که در سفرهای خارج یا در محیط خود به آنها نیاز پیدا می‌کنند.
 نظر شما در مورد طهارت اهل کتاب چیست؟ در حال اضطرار چطور؟, اجتناب از اهل کتاب در موارد ضرورت واجب نیست و بعد از آن تطهیر لازم نمی‌باشد.
 آیا مجوس از اهل کتاب هستند؟, مجوسیان محکوم به احکام اهل کتاب هستند.
 وحدت وجود یعنی چه و معتقد به آن چه حکمی دارد؟, وحدت وجود معانی متعددی دارد، آنچه به طور قطع باطل و به عقیده همه فقها موجب خروج از اسلام است این است که کسی معتقد باشد خداوند عین موجودات این جهان است و خالق و مخلوق و عابد و معبودی وجود ندارد همان طور که بهشت و دوزخ نیز عین وجود اوست و لازمه آن انکار بسیاری از مسلمات دین است، هرگاه کسی ملتزم به لوازم آن بشود خارج از اسلام است و غالب فقهای معاصر- اعم از احیا و اموات (رضوان الله تعالی علیهم) این موضوعرا پذیرفته و درحواشی عروه به آن اشاره کرده‌اند.
 لطفا توضیح روشنی در مورد وحدت وجود بیان فرمایید؟, توضیح اینکه وحدت وجود گاه به معنای وحدت مفهوم وجود است که اشکالی ندارد و گاه به معنای وحدت حقیقت است مانند حقیقت نور آفتاب و نور چراغ که هر دو یک حقیقت است ولی مصداق متعدد است آن هم اشکالی ندارد و گاه به معنای وحدت مصداق وجود است به این معنا که در عالم هستی وجودی جز خدا نیست و همه چیز عین ذات اوست این سخن مستلزم کفر است و هیچ یک از فقها آن را قبول نکرده‌اند.
 بسیاری از بزرگان به وحدت وجود معتقد هستند، آیا طبق این مسأله احتیاطا باید از این بزرگواران نیز اجتناب شود؟, هیچ یک از این بزرگواران (رضوان الله تعالی علیهم) قائل به وحدت وجود به معنای سوم که در سؤال بالا آمد نبوده‌اند و هرکس چنین نسبتی به آن بزرگواران بدهد جسارت کرده است.
 خواهشمند است سندی دال بر اینکه این نظر و عقیده پوچ و باطل است بیان نمایید؟, به عروۀ الوثقی و حواشی و شروح آن مراجعه نمایید.
 بنا به نقل بعضی از دانشجویان رشته شیمی، مواد تشکیل دهنده الکل صنعتی و طبی یکی است و فقط به لحاظ غیر قابل شرب شدن به الکل صنعتی ماده‌ای رنگی اضافه می‌گردد، با این فرض حکم این دو نوع الکل را بیان فرمایید؟, الکل طبی صنعتی پاک است زیرا با قطع نظر از ماده رنگی، قابل شرب نیست نوعی سم محسوب می‌شود بنابراین ادله مسکر مایع، شامل آن نمی‌شود. 
 آیا هر ماده‌ای که در آنالکل باشد حرام است؟, اگر عرفا مسکر و مست کننده نباشد اشکالی ندارد.
 حکم الکل را از نظر طهارت و نجاست بیان فرمایید؟, الکل صنعتی طبی پاک است ولی مشروبات الکلی مست کننده اشکال دارد.
 مصرف غذاها یا مایعاتی که به طور طبیعی مقدار بسیار کمی از آن را الکل تشکیل می‌دهد مانند سرکه و یا آبجو بدون الکل چه حکمی دارد؟, هرگاه صدق مشروبات الکلی بر آن نکند اشکالی ندارد.
 آیا در مسأله نجاست یقین لازم است یا ظن و گمان کافی است؟, در مسأله نجاست یقین قطعی و صد در صد لازم است و مادامی که چنین یقینی حاصل نشود تکلیفی ندارید و اگر یقین صد در صد حاصل شد اجتناب لازم است مگر در موارد اضطرار.
 گوشتهایی که از کشورهای غیر مسلمان وارد می‌شود چه حکمی دارد؟, چنانچه از بازار مسلمین و از دست مسلمانان خریداری شود و احتمال بدهید که خریدار تحقیق کرده، پاک و حلال است.
 آیا تماس دست مرطوب با پول اسکناس یا سکه که در بین مردم رد و بدل می‌شود موجب نجاست دست می‌شود؟, تا یقین به نجاست پیدا نشود محکوم به پاکی است.
 اگر موش زنده وارد غذا شود زنده بیرون بیاید آیا آن غذا پاک است؟ , پاک است ولی آلوده است و بهتر پرهیز از آن است.
 نمی‌دانیم کجای فرش ۱۲ متری نجس است، آیا این شبهه محصوره است یا غیر محصوره؟ آیا می‌توان روی آن نماز خواند؟, شبهه محصوره، است ولی نماز خواندن روی آن مانعی ندارد.
حکم ظرفی که خوک از آن چیزی خورده است و همچنین ظرفی که موش صحرایی در آن افتاده چیست؟, ظرفی را که خوک از آن چیز مایعی خورده باید هفت مرتبه با آب شست و لازم نیست آن را خاک مال کنند و در لیسیدن خوک و مردن موش صحرایی نیز بنابر احتیاط واجب باید هفت مرتبه شست.
 اگر سگی با لباس شخصی تماس پیدا کند و او با همان لباس وارد مسجد شود، آیا تطهیر مسجد واجب است؟, در صورتی که لباس، یا بدن سگ رطوبت نداشته باشد، نه لباس نجس می‌شود و نه مسجد.
 ژلاتین ماده‌ای است که پس از تأثیر اسید و برخی از مواد شیمیایی و طی روند خاصی از استخوان و پوست گاو یا خوک استخراج می‌گردد. از نظر نحوه استخراج می‌توان استخوان و پوست را به پارچه‌ای بافته شده از انواع الیاف تشبیه نمود که به طریقی الیاف نوع پشم جدا می‌گردد این ماده در صنایع غذایی، دارویی، فیلم سازی و چسب سازی مورد مصرف دارد و در حال حاضر کشورهای غربی، سازنده این محصول بوده و بازار مصرف دنیا را پوشش می‌دهند: الف) با توجه به نحوه استخراج ژلاتین از پوست و استخوان آیا می‌توان آن را نوعی استحاله دانست؟ ب) از آن جایی که نیاز کشور در حال حاضر از کشورهای خارجی و عمدتا غربی تأمین می‌گردد و با توجه به نوع ماده اولیه، مصرف آن چه حکمی دارد؟, الف) در موارد مشکوک که نمی‌دانیم از چه ماده‌ای گرفته شده، حکم حلیت و طهارت است و فحص و جستجو لازم نیست. ب) اگر یقین داشته باشیمکه از ماده حرام و نجس گرفته شده است استحاله صدق نمی‌کند، اما راه دیگری برای حلیت و طهارت آن وجود دارد.
 چگونه می‌توان خمیر نجس را تطهیر کرد؟, ظاهرا راه قابل ملاحظه‌ای ندارد.
 اگر شخصی در وضو سه بار صورت و دستها را بشوید، وضو و عباداتش چه حکمی دارد؟, وضو و عبادتهایش اشکال دارد و لکن باید توجه کرد که منظور از سه بار یا دو بار شستن این است که عضو مورد نظر یک بار کاملا شسته شود، سپس بار دوم را شروع کند و کامل بشوید و اما ریختن آب بر عضوی دو بار یا بیشتر تا زمانی که از شستن کامل آن فارغ نشده است اشکالی ندارد.
 آیا مسح کشیدن سر فقط از جلوی سر است یا می‌توان از عقب سر یا طرفین آن مسح کشید؟, محل مسح تنها جلوی سر است.
 اگر انسان به قصد وضو آب زیادی بر دست راست خود بریزد، آیا مسح پا با این آب جایز است؟, جایز است، لکن گاهی از اوقات این کار که موجب اسراف است حرام است و از این جهت موجب اشکال می‌شود.
 کسی که معتقد است باید دست راست در وضو دو بار شسته شود، آیا وضویش صحیح است؟, بنابر قول به استحباب مرتبه دوم وضویش صحیح است اگر چه در اعتقاد به وجوب دو بار، اشتباه کرده است.
 اگر شخص دیگری انسان را وضو یا غسل دهد صحیح است؟, وضو و غسل او باطل است مگر اینکه هنگامی که دیگری آببر بدن او می‌ریزد خود او خودش را شستشو دهد، ولی این کار در غیر موارد ضرورت مکروه است.
 خالکوبی چه حکمی دارد و آیا برای غسل و وضو مشکلی ایجاد می‌کند؟, هرگاه ضرر خاصی برای بدن نداشته باشد عکسهای موجب فساد اخلاق در آن نباشد جایز است و در هر حال برای وضو و غسل مشکلی ایجاد نمی‌کند.
 این جانب مبتلا به سینوزیت هستم و استعمال آب برایم ضرر دارد، البته یک بار هم عمل جراحی کردم ولی مؤثر واقع نشد که هیچ، بلکه مضر هم واقع شده است. هر وقت که برای وضو آب استعمال می‌کنم سر دردم بیشتر می‌شود و گاه خون از مجرای بینی ام ترشح می‌کند و فعلا هم با تیمم نمازهایم را ادا می‌کنم، با توجه به مطالب بالا آیا باید تیمم کنم و یا وضو بگیرم (ضمنا بعضی معتقدند وضو با آب گرم ضرری ندارد)؟, اگر وضو با آب گرم ضرری ندارد تهیه آن ممکن است باید وضو بگیرید، در غیر این صورت تیمم کنید هر چند مدت طول بکشد جای نگرانی نیست.
 شخصی است که ادرار یا مدفوع بی اختیار از او خارج می‌شود و با کیسه از سرایت آن به سایر بدن جلوگیری می‌کند، حال قبل از نماز اگر کیسه آلوده باشد آیا تعویض آن واجب است؟ اگر کیسه پاک باشد و در حال نماز مدفوع و یا بول بدون اختیار خارج گردد، تکلیف چیست؟, کسی که بول یا غایط پی درپی از او خارج می‌شود باید بعد از هر وضو فورا مشغول نماز شود و برای بجا آوردن نماز احتیاط و سجده و تشهد فراموشاستفتاءاتجدید (مکارم)، ج ۱، ص: ۳۷شده، وضو گرفتن دیگر لازم نیست به شرط اینکه میان نماز و این کارها فاصله‌ای نیندازد و در حال نماز حمل کیسه آلوده با خود، نماز را باطل نمی‌کند.
 آیا موارد زیر برای وضو مانع به حساب می‌آید و باید قبل از وضو آنها را برطرف کرد: الف) اثر نفتی که بعد از شستن با آب به دستها باقی مانده و به طور کامل برطرف نگردیده است. ب) رنگی که بر اثر مالیدن پوست بعضی از خوراکیها به دست می‌ماند مثل پوست گردو که معمولا با گذشت زمان برطرف می‌گردد. ج) اثر گچ و سیمان. د) اگر با خودکار یا خودنویس و مانند اینها به اعضای وضو خط کشیده شود. ه-) دستها آلوده به مانعی است که نجس نیست ولی دیر (مثلا ظرف ده روز) برطرف می‌گردد., هرگاه از این اشیا جرمی که مانع رسیدن آب باشد روی دست باقی نماند مانعی برای وضو نیست هرچند رنگ یا چربی وجود داشته باشد ولی اگر مانع از وصول آب وضو باشد و نمی‌توان آن را فعلا برطرف کرد، باید مطابق دستور وضوی جبیره عمل کند.
 اگر قبل از وضو از نظر وجود مانع وارسی شود ولی بعد از نماز ببیند که مانعی وجود داشته، آیا باید مانع را برطرف کرده و دوباره نماز بخواند؟, اگر احتمال می‌دهد مانع بعد از وضو پیدا شده، اعاده لازم نیست.
 آیا افراد وسواسی باید به ظن و گمان خود عمل کنند (اگر ظن و گمان قوی باشد چطور)؟, باید به همان مقدار که افراد متعارف انجام می‌دهند اکتفا کنند حتی اگر ظن و گمانی هم پیدا نشود. استفتاءات جدید (مکارم)، ج ۱، ص: ۳۹
 اگر بر گردن شخصی هیچ غسلی نباشد، آیا می‌تواند به قصد قربت غسل کند و با آن نماز بخواند؟, جایز نیست.
 کسی که بی اختیار از او منی خارج می‌شود چه وظیفه‌ای دارد؟, خروج منی به هر صورت موجب غسل است به شرط اینکه یقین داشته باشد و هرگاه به خاطر عمل پروستات ذرات منی در بول مستهلک شود موجب جنابت نخواهد شد.
 آیا ریختن آب زیاد برای غسل ضرر دارد و آیا کسی که عرق زیادی کرده است قبل از شستن عرقهایش غسل او صحیح است؟, آب زیاد ضرری به غسل نمی‌زند ولی اگر اسراف باشد مقدار اضافی حرام است اما عرق بدن اگر باعث مضاف شدن آب نشود اشکال ندارد هر چند بهتر این است که اول عرق را بشوید بعد غسل کند.
 اگر در حین غسل حدث اصغر خارج شود غسل چه حکمی دارد؟, احتیاط واجب آن است که غسل را از سر بگیرد و بعدا برای نماز و مانند آن وضو بگیرد.
 جنبی که می‌داند اگر غسل کند به درس نمی‌رسد آیا جایز است در مسجد با تیمم توقف کند؟, لازم است اول غسل کند سپس در کلاس درس حاضر شود.
 اگر شخص جنبی به حمام برود و فراموش کند که غسل را بجا آورد، آیا می‌تواند وارد مسجد شود؟, نمی‌تواند.
 در جنب شدن زنها توسط خروج منی، آیا همان شرایطی که برای مردها گفته شده لازم است؟, در زن لازم نیست که با جستن بیرون آید بلکه اگر رطوبت هنگامی بیرون آید که بهاوج شهوت جنسی رسیده است حکم منی دارد.
 آیا زن پس از نزدیکی شوهر با او و قبل از غسل، باید صبر کند تا منی شوهر از او خارج شود و اگر فورا غسل کرد و آب یا رطوبت مشکوکی خارج شد، تکلیفش چیست؟, غسل ندارد، ولی اگر یقینا منی است باید خود را آب بکشد
 چرا با غسل جنابت بدون وضو می‌شود نماز خواند ولی با غسلهای دیگر نمی‌شود و باید وضو گرفت؟, با همه غسلهای واجب مستحب قطعی مانند غسل جمعه می‌توان نماز خواند ولی غسلهای مستحبی که به عنوان رجا بجا آورده می‌شود جانشین وضو نمی‌گردد.
 در رساله حضرت امام (قدس سره الشریف) مطالعه کردم که اگر منی از انسان خارج شود با اختیار یا بدون اختیار با شهوت یا بدون شهوت انسان جنب می‌شود. در حال حاضر من سرباز هستم و دستشوییهای این پادگان که ما در آن مستقر هستیم بسیار تاریک است و مدتی است که (بعضی مواقع) بی اختیار بعد از بول یا به هنگام بول از من منی دفع می‌شود (در این مورد مطمئن هستم) طبق فتوای حضرت امام (رضوان الله تعالی علیه) من جنب می‌شوم. مشکل من این استکه در شب که نمی‌شود دقیقا ادرار را مشاهده کرد، اگر شک کنم که از من منی دفع شده یا نه باید غسل نمایم یا خیر، و در ضمن اینجا حمامها آبگرمکن ندارد (چون فقط در شب می‌توانیم حمام برویم) و حالا هم زمستان است و آب در شب سرد است و چند بار که حمام رفتم کلیه درد گرفته‌ام و حمامرفتن هم قدری زحمت دارد لطف بفرمایید و بنویسید که چه کار باید بکنم و آیا در موارد ذکر شده جنب هستم؟, برای شناختن منی نشانه هایی است و برای شناخت آنها به مسأله ۳۶۱ توضیح المسائل ما مراجعه کنید، ولی اگر رطوبتی از انسان خارج شود و نداند منی است یا رطوبت دیگر (یعنی مذی، وذی و ودی که هر سه پاکند و غسل ندارند و وضو را هم باطل نمی‌کنند) چنانچه همراه با جستن و شهوت (یعنی لذت و خوش آمدن) بوده باشد، آن رطوبت حکم منی دارد اما رطوبت لزج که بعد از بول خارج می‌شود منی نیست و هرکجا که شک دارید واجب نیست غسل کنید و هرکجا به خروج منی یقین کردید اگر به واسطه نبودن آب گرم یا جهت دیگری نتوانید غسل کنید، تیمم بدل از غسل کنید و بدن را تطهیر کنید و با لباس طاهر نماز بخوانید و هرچند مدت آن طولانی شود برای شما اشکال ندارد.
