question,answer
 مستدعي است تعيين فرماييد احتياطات حضرت عالي را به كدام يك از مراجع عظام مراجعه نماييم؟, مي توانيد به يكي از مراجع معروف در محافل علمي مراجعه فرماييد.
 شخصي ده سال بدون تقليد عبادت مي كند، عبادتش چگونه است؟, بايد هم اكنون تقليد كند و آنچه مطابق دستور مرجع فعلي او واقع شده صحيح است و غير آن را بايد اعاده كند.
 آيا انتشار رساله توسط مجتهدي به معناي اين است كه او خود را از ديگران اعلم مي داند؟, چنين دلالتي ندارد.
 در رساله هاي عمليّه نوشته شده است كه از بايد مجتهد اعلم تقليد كرد، از آن جايي كه تشخيص و تعيين فرد اعلم در ميان مجتهدين براي اهل علم و خبره مشكل و براي عوام محال و ممتنع است، آيا مي توان در مسائل مورد اختلاف به جاي تقليد از يك شخص معيّن، رأي اكثريت را ملاك عمل قرار داد؟, رأي اكثريت كافي نيست، اگر اعلم ثابت است بايد در مسائل اختلافي از او تقليد كرد و اگر ثابت نيست مردم مخيّر هستند.
 كساني كه مجتهد نيستند واجب است در مسائل شرعي و احكام غير ضروري دين از دستورات مجتهد جامع الشرايط تقليد كنند، آيا در مسائل سياسي وحكومتي نيز چنين است مثلا در نظامجمهوري اسلامي ايران آيا اطاعت از قوانين و مقرّرات دولت كه به تصويب مجلس شوراي اسلامي و تأييد شوراي نگهبان رسيده، واجب شرعي است؟, بايد از قوانيني كه در بالا شرح داديد تخلّف نكنند.
 شخصي پس از فوت مرجع تقليدش از مجتهدي تقليد نموده، ولي قبل از عمل به فتواي آن مجتهد مجدداً از مرجع قبلي كه فوت نموده تقليد كرده است، آيا عدول با توصيف فوق الذكر جايز مي باشد؟ با در نظر گرفتن اينكه در بعضي از مسائل از جمله در مسائل تقليد، مقلّد همين مجتهد زنده مي باشد., چنانچه مجتهد زنده اعلم بوده، عدولش صحيح و بازگشت از آن جايز نيست و اگر ميّت اعلم بوده، تقليدش از مجتهد زنده در موارد علم اجمالي يا تفصيلي به اختلاف جايز نبوده است.
 اگر بر انسان طبق فتواي مرجع قبلي خود، احكامي از قبيل خمس و غيره واجب و يا بعضي از اعمالش باطل و يا مشكوك به نظر برسد، ولي طبق فتواي مرجع فعلي اعمالش صحيح و يا خمس و غيره واجب نباشد، لطفاً مرقوم فرماييد آيا مي تواند طبق فتواي مرجع بعدي خود عمل و در نتيجه اعمالش صحيح و خمس و امثال آن را پرداخت ننمايد؟, خالي از اشكال نيست.
 آيا از مجتهدي كه در مسائل روز جامعه و سياست داخلي و خارجي كشور آگاه نيست ولي داراي شرايطي كه در رساله عمليّه ذكر شده مي باشد، تقليد جايز است؟, جايز است بشرط آن كه فتاواي او موجب مفسده اي در جامعه اسلامي نگردد.
 آيا حضرت عالي حكم حاكم را نافذ مي دانيد، بنابراين اگر مرجعيحكم كرد آيا برهمه حتّي مراجع ديگر واجب است عمل كنند؟, بر همه واجب است عمل نمايند مگر اينكه خلاف آن، يقيني باشد.
 آيا مرجع بايد مجتهد مطلق باشد يا متجزّي هم مي تواند باشد؟, تقليد متجزّي خالي از اشكال نيست.
 آيا زن مي تواند علوم اسلامي را تحصيل نمايد و به مقام اجتهاد برسد؟, مانعي ندارد و ممكن است به مقام اجتهاد برسد.
 اگر زني به مقام اجتهاد برسد آيا بر او نيز تقليد حرام است؟, در اين مسأله فرقي ميان مرد و زن نيست.
 آيا رجوع از مرجع مساوي به مساوي را جايز مي دانيد؟, جايز نيست.
 شخصي از مرجعي تقليد مي كرده است، پس از فوت او با اجازه مرجع دوّم زنده به تقليد مرجع اوّل باقي مانده است، سپس مرجع دوّم از دنيا رفته است و اكنون از مرجع سوّم كه زنده است تقليد مي كند، اكنون آيا با اجازه مرجع زنده بايد بر تقليد از مرجع اوّل باقي بماند يا مرجع دوّم؟, به تقليد مرجع اوّل باقي بماند
 تقليد بر مجتهد حرام است آيا اين مسأله شامل فضلا و طلّابي كه در مسائل اندكي مجتهد هستند مي شود؟, شامل مجتهد مطلق و متجزّي هر دو مي شود.
 خواهشمندم بفرماييد چرا تقليد واجب است؟, به دليل عقل و بناي عقلاي دنيا كه جاهل در هر مسأله اي بايد به عالم رجوع كند، آيا شما هرگاه مريض شويد از طبيب دستور نمي گيريد، احكام دين را نيز بايد از متخصّصان آن فراگرفت.
 بنده از حضرت آيت اللّه العظمي اراكي (رضوان اللّه تعالي عليه)تقليد مي كردم و بعد از فوت ايشان به فتوايشما بر تقليد ايشان باقي ماندم، آيا بايد حتماً مسائل جديدي كه پيش مي آيد را از شما سؤال كنم يا مي توانم به مراجع ديگر رجوع كنم و اگر به كس ديگري رجوع كردم در حالي كه استفتائاتي از جنابعالي نموده بودم و به بعضي از آنها عمل كردم مي توانم همان سؤالات را از او سؤال كنم؟, چنانچه به ما رجوع كرده ايد، بايد مسائل تازه را از ما سؤال كنيد.
 با توجّه به اينكه درصد نمك آب خليج فارس و درياي عمان و بسياري از درياهاي ديگر بالاست به طوري كه در هر متر مكعب آن 200/ 3 كيلوگرم نمك وجود دارد، آيا اين آب حكم آب مضاف را دارد؟, اينگونه آبها مضاف نيست و شستشو با آن موجب طهارت است.
 در يكي از روستاهاي خوزستان سه چاه آب قليل در كنار هم است، در يكي از چاهها سگ ولوغ كرده و در دوّمي چيز نجس ريخته شده است. اما سوّمي پاك است، ولي ما نمي دانيم كه كدام يك از آن، چاه ها پاك است در اين صورت كه شبهه، محصوره است، آيا اجتناب از همه آنها لازم است؟, چنانچه چاههاي معمولي باشد كه از آن آب مي جوشد با ملاقات نجس، نجس نمي شود مگر اينكه رنگ يا طعم يا بوي آن تغيير پيدا كند.
 تصفيه آبهاي زايد و فاضلاب و غيره به آب زلال در بعضي از كارخانه ها و مراكز انجام مي گيرد، آيا اين آبها پاك هستند؟, اشكال دارد مگر اين كه با آب جاري يا كر به اندازه كافي مخلوط شود.
 آيا لباس به وسيله ماشين لباسشويياتوماتيكي كه خود چند بار لباس را مي شويد و آب آن را مي كشد پاك مي شود؟, پاك است خواه در حال شستن لباسها اتّصال با آب لوله كشي داشته باشد يا بعد از قطع شدن، شروع به شستشو كند.
 تغذيه كردن حيوان به نجاست (غير از مدفوع) مانند استفاده از خون براي تغذيه طيور چه صورتي دارد؟, تغذيه حيوان به غير مدفوع از ساير نجاسات باعث حرمت گوشت و شير آن نمي شود، ولي پرهيز كردن از آن بهتر است.
 با توجّه به اينكه امروزه بسياري از لوازم آرايش مورد مصرف بانوان مسلمان از جفت جنين تهيه مي گردد استفاده و مصرف آن چه حكمي دارد در ضمن بفرماييد جفت نجس است يا متنجّس؟, دليلي بر نجاست جفت نيست (همان طور كه در تعليقه عروه نيز نوشته ايم) بنابراين اگر آلوده به خون نباشد يا شك داشته باشيم پاك است.
 آيا دست نجس همراه آب كشيدن گوشت و دنبه پاك مي شود؟, پاك مي شود مگر اينكه جرم چربي روي آن را گرفته باشد ولي چربي مختصر اشكال ندارد.
 اگر گوسفندي از شير سگ بخورد آيا گوشت آن نجس و حرام است؟, در مورد شير سگ دليلي بر حرام بودن نداريم هرچند گوسفند از آن زياد بخورد آن چنان كه استخوانش محكم گردد، ولي در مورد خوردن شير خوك هرگاه به اين مقدار بنوشد هم گوشت خودش حرام است و هم نسلهاي بعد از آن، اما اگر كمتر از آن باشد گوشتش مكروه است و بهتر آن است كه هفت روز آن را ببندند و غذاي پاك بدهند.سؤال39- حكم ژلاتين كه از استخوان خوك و يا گاو گرفته مي شود چيست؟ لازم به ذكر است بيشتر موادي كه ويتامين دارد و نيز بيشتر داروها در آمريكا و حتي بعضي از شيريني جات از اين ماده درست مي شود. استفاده از آن در موارد ضرورت مانعي ندارد.
 در احكام داريم كه اگر سگ به ظرفي زبان بزند بايد آن را خاك مال كرد، حال با وجود موادّي مانند الكل، مايعات ظرفشويي و غيره آيا خاك مال كردن لازم است؟, آري لازم است.
 آيا اهل كتاب نجس هستند؟, احتياط اجتناب است مگر براي كساني كه در سفرهاي خارج يا در محيط خود به آنها نياز پيدا مي كنند.
 نظر شما در مورد طهارت اهل كتاب چيست؟ در حال اضطرار چطور؟, اجتناب از اهل كتاب در موارد ضرورت واجب نيست و بعد از آن تطهير لازم نمي باشد.
 آيا مجوس از اهل كتاب هستند؟, مجوسيان محكوم به احكام اهل كتاب هستند.
 وحدت وجود يعني چه و معتقد به آن چه حكمي دارد؟, وحدت وجود معاني متعددي دارد، آنچه به طور قطع باطل و به عقيده همه فقها موجب خروج از اسلام است اين است كه كسي معتقد باشد خداوند عين موجودات اين جهان است و خالق و مخلوق و عابد و معبودي وجود ندارد همان طور كه بهشت و دوزخ نيز عين وجود اوست و لازمه آن انكار بسياري از مسلّمات دين است، هرگاه كسي ملتزم به لوازم آن بشود خارج از اسلام است و غالب فقهاي معاصر- اعمّ از احيا و اموات (رضوان اللّه تعالي عليهم) اين موضوعرا پذيرفته و درحواشي عروه به آن اشاره كرده اند.
 لطفاً توضيح روشني در مورد وحدت وجود بيان فرماييد؟, توضيح اينكه وحدت وجود گاه به معناي وحدت مفهوم وجود است كه اشكالي ندارد و گاه به معناي وحدت حقيقت است مانند حقيقت نور آفتاب و نور چراغ كه هر دو يك حقيقت است ولي مصداق متعدد است آن هم اشكالي ندارد و گاه به معناي وحدت مصداق وجود است به اين معنا كه در عالم هستي وجودي جز خدا نيست و همه چيز عين ذات اوست اين سخن مستلزم كفر است و هيچ يك از فقها آن را قبول نكرده اند.
 بسياري از بزرگان به وحدت وجود معتقد هستند، آيا طبق اين مسأله احتياطاً بايد از اين بزرگواران نيز اجتناب شود؟, هيچ يك از اين بزرگواران (رضوان اللّه تعالي عليهم) قائل به وحدت وجود به معناي سوّم كه در سؤال بالا آمد نبوده اند و هركس چنين نسبتي به آن بزرگواران بدهد جسارت كرده است.
 خواهشمند است سندي دالّ بر اينكه اين نظر و عقيده پوچ و باطل است بيان نماييد؟, به عروۀ الوثقي و حواشي و شروح آن مراجعه نماييد.
 بنا به نقل بعضي از دانشجويان رشته شيمي، مواد تشكيل دهنده الكل صنعتي و طبّي يكي است و فقط به لحاظ غير قابل شرب شدن به الكل صنعتي مادّه اي رنگي اضافه مي گردد، با اين فرض حكم اين دو نوع الكل را بيان فرماييد؟, الكل طبّي صنعتي پاك است زيرا با قطع نظر از ماده رنگي، قابل شرب نيست نوعي سمّ محسوب مي شود بنابراين ادلّه مسكر مايع، شامل آن نمي شود. 
 آيا هر مادّه اي كه در آنالكل باشد حرام است؟, اگر عرفاً مسكر و مست كننده نباشد اشكالي ندارد.
 حكم الكل را از نظر طهارت و نجاست بيان فرماييد؟, الكل صنعتي طبّي پاك است ولي مشروبات الكلي مست كننده اشكال دارد.
 مصرف غذاها يا مايعاتي كه به طور طبيعي مقدار بسيار كمي از آن را الكل تشكيل مي دهد مانند سركه و يا آبجو بدون الكل چه حكمي دارد؟, هرگاه صدق مشروبات الكلي بر آن نكند اشكالي ندارد.
 آيا در مسأله نجاست يقين لازم است يا ظنّ و گمان كافي است؟, در مسأله نجاست يقين قطعي و صد در صد لازم است و مادامي كه چنين يقيني حاصل نشود تكليفي نداريد و اگر يقين صد در صد حاصل شد اجتناب لازم است مگر در موارد اضطرار.
 گوشتهايي كه از كشورهاي غير مسلمان وارد مي شود چه حكمي دارد؟, چنانچه از بازار مسلمين و از دست مسلمانان خريداري شود و احتمال بدهيد كه خريدار تحقيق كرده، پاك و حلال است.
 آيا تماس دست مرطوب با پول اسكناس يا سكّه كه در بين مردم ردّ و بدل مي شود موجب نجاست دست مي شود؟, تا يقين به نجاست پيدا نشود محكوم به پاكي است.
 اگر موش زنده وارد غذا شود زنده بيرون بيايد آيا آن غذا پاك است؟ , پاك است ولي آلوده است و بهتر پرهيز از آن است.
 نمي دانيم كجاي فرش 12 متري نجس است، آيا اين شبهه محصوره است يا غير محصوره؟ آيا مي توان روي آن نماز خواند؟, شبهه محصوره، است ولي نماز خواندن روي آن مانعي ندارد.
حكم ظرفي كه خوك از آن چيزي خورده است و همچنين ظرفي كه موش صحرايي در آن افتاده چيست؟, ظرفي را كه خوك از آن چيز مايعي خورده بايد هفت مرتبه با آب شست و لازم نيست آن را خاك مال كنند و در ليسيدن خوك و مردن موش صحرايي نيز بنابر احتياط واجب بايد هفت مرتبه شست.
 اگر سگي با لباس شخصي تماس پيدا كند و او با همان لباس وارد مسجد شود، آيا تطهير مسجد واجب است؟, در صورتي كه لباس، يا بدن سگ رطوبت نداشته باشد، نه لباس نجس مي شود و نه مسجد.
 ژلاتين مادّه اي است كه پس از تأثير اسيد و برخي از موادّ شيميايي و طي روند خاصّي از استخوان و پوست گاو يا خوك استخراج مي گردد. از نظر نحوه استخراج مي توان استخوان و پوست را به پارچه اي بافته شده از انواع الياف تشبيه نمود كه به طريقي الياف نوع پشم جدا مي گردد اين ماده در صنايع غذايي، دارويي، فيلم سازي و چسب سازي مورد مصرف دارد و در حال حاضر كشورهاي غربي، سازنده اين محصول بوده و بازار مصرف دنيا را پوشش مي دهند:الف) با توجّه به نحوه استخراج ژلاتين از پوست و استخوان آيا مي توان آن را نوعي استحاله دانست؟ب) از آن جايي كه نياز كشور در حال حاضر از كشورهاي خارجي و عمدتاً غربي تأمين مي گردد و با توجّه به نوع مادّه اوّليه، مصرف آن چه حكمي دارد؟, الف) در موارد مشكوك كه نمي دانيم از چه ماده اي گرفته شده، حكم حلّيّت و طهارت است و فحص و جستجو لازم نيست.ب) اگر يقين داشته باشيمكه از ماده حرام و نجس گرفته شده است استحاله صدق نمي كند، اما راه ديگري براي حلّيّت و طهارت آن وجود دارد.
 چگونه مي توان خمير نجس را تطهير كرد؟, ظاهراً راه قابل ملاحظه اي ندارد.
 اگر شخصي در وضو سه بار صورت و دستها را بشويد، وضو و عباداتش چه حكمي دارد؟, وضو و عبادتهايش اشكال دارد و لكن بايد توجّه كرد كه منظور از سه بار يا دو بار شستن اين است كه عضو مورد نظر يك بار كاملا شسته شود، سپس بار دوّم را شروع كند و كامل بشويد و امّا ريختن آب بر عضوي دو بار يا بيشتر تا زماني كه از شستن كامل آن فارغ نشده است اشكالي ندارد.
 آيا مسح كشيدن سر فقط از جلوي سر است يا مي توان از عقب سر يا طرفين آن مسح كشيد؟, محلّ مسح تنها جلوي سر است.
 اگر انسان به قصد وضو آب زيادي بر دست راست خود بريزد، آيا مسح پا با اين آب جايز است؟, جايز است، لكن گاهي از اوقات اين كار كه موجب اسراف است حرام است و از اين جهت موجب اشكال مي شود.
 كسي كه معتقد است بايد دست راست در وضو دو بار شسته شود، آيا وضويش صحيح است؟, بنابر قول به استحباب مرتبه دوّم وضويش صحيح است اگر چه در اعتقاد به وجوب دو بار، اشتباه كرده است.
 اگر شخص ديگري انسان را وضو يا غسل دهد صحيح است؟, وضو و غسل او باطل است مگر اينكه هنگامي كه ديگري آببر بدن او مي ريزد خود او خودش را شستشو دهد، ولي اين كار در غير موارد ضرورت مكروه است.
 خالكوبي چه حكمي دارد و آيا براي غسل و وضو مشكلي ايجاد مي كند؟, هرگاه ضرر خاصّي براي بدن نداشته باشد عكسهاي موجب فساد اخلاق در آن نباشد جايز است و در هر حال براي وضو و غسل مشكلي ايجاد نمي كند.
 اين جانب مبتلا به سينوزيت هستم و استعمال آب برايم ضرر دارد، البتّه يك بار هم عمل جرّاحي كردم ولي مؤثّر واقع نشد كه هيچ، بلكه مضرّ هم واقع شده است. هر وقت كه براي وضو آب استعمال مي كنم سر دردم بيشتر مي شود و گاه خون از مجراي بيني ام ترشح مي كند و فعلا هم با تيمم نمازهايم را ادا مي كنم، با توجّه به مطالب بالا آيا بايد تيمّم كنم و يا وضو بگيرم (ضمناً بعضي معتقدند وضو با آب گرم ضرري ندارد)؟, اگر وضو با آب گرم ضرري ندارد تهيّه آن ممكن است بايد وضو بگيريد، در غير اين صورت تيمّم كنيد هر چند مدّت طول بكشد جاي نگراني نيست.
 شخصي است كه ادرار يا مدفوع بي اختيار از او خارج مي شود و با كيسه از سرايت آن به ساير بدن جلوگيري مي كند، حال قبل از نماز اگر كيسه آلوده باشد آيا تعويض آن واجب است؟ اگر كيسه پاك باشد و در حال نماز مدفوع و يا بول بدون اختيار خارج گردد، تكليف چيست؟, كسي كه بول يا غايط پي درپي از او خارج مي شود بايد بعد از هر وضو فوراً مشغول نماز شود و براي بجا آوردن نماز احتياط و سجده و تشهد فراموشاستفتاءاتجديد (مكارم)، ج 1، ص: 37شده، وضو گرفتن ديگر لازم نيست به شرط اينكه ميان نماز و اين كارها فاصله اي نيندازد و در حال نماز حمل كيسه آلوده با خود، نماز را باطل نمي كند.
 آيا موارد زير براي وضو مانع به حساب مي آيد و بايد قبل از وضو آنها را برطرف كرد:الف) اثر نفتي كه بعد از شستن با آب به دستها باقي مانده و به طور كامل برطرف نگرديده است.ب) رنگي كه بر اثر ماليدن پوست بعضي از خوراكيها به دست مي ماند مثل پوست گردو كه معمولا با گذشت زمان برطرف مي گردد.ج) اثر گچ و سيمان.د) اگر با خودكار يا خودنويس و مانند اينها به اعضاي وضو خط كشيده شود.ه-) دستها آلوده به مانعي است كه نجس نيست ولي دير (مثلا ظرف ده روز) برطرف مي گردد., هرگاه از اين اشيا جرمي كه مانع رسيدن آب باشد روي دست باقي نماند مانعي براي وضو نيست هرچند رنگ يا چربي وجود داشته باشد ولي اگر مانع از وصول آب وضو باشد و نمي توان آن را فعلا برطرف كرد، بايد مطابق دستور وضوي جبيره عمل كند.
 اگر قبل از وضو از نظر وجود مانع وارسي شود ولي بعد از نماز ببيند كه مانعي وجود داشته، آيا بايد مانع را برطرف كرده و دوباره نماز بخواند؟, اگر احتمال مي دهد مانع بعد از وضو پيدا شده، اعاده لازم نيست.
 آيا افراد وسواسي بايد به ظنّ و گمان خود عمل كنند (اگر ظنّ و گمان قوي باشد چطور)؟, بايد به همان مقدار كه افراد متعارف انجام مي دهند اكتفا كنند حتّي اگر ظنّ و گماني هم پيدا نشود.استفتاءات جديد(مكارم)، ج 1، ص: 39
 اگر بر گردن شخصي هيچ غسلي نباشد، آيا مي تواند به قصد قربت غسل كند و با آن نماز بخواند؟, جايز نيست.
 كسي كه بي اختيار از او مني خارج مي شود چه وظيفه اي دارد؟, خروج مني به هر صورت موجب غسل است به شرط اينكه يقين داشته باشد و هرگاه به خاطر عمل پروستات ذرّات مني در بول مستهلك شود موجب جنابت نخواهد شد.
 آيا ريختن آب زياد براي غسل ضرر دارد و آيا كسي كه عرق زيادي كرده است قبل از شستن عرقهايش غسل او صحيح است؟, آب زياد ضرري به غسل نمي زند ولي اگر اسراف باشد مقدار اضافي حرام است اما عرق بدن اگر باعث مضاف شدن آب نشود اشكال ندارد هر چند بهتر اين است كه اوّل عرق را بشويد بعد غسل كند.
 اگر در حين غسل حدث اصغر خارج شود غسل چه حكمي دارد؟, احتياط واجب آن است كه غسل را از سر بگيرد و بعدا براي نماز و مانند آن وضو بگيرد.
 جنبي كه مي داند اگر غسل كند به درس نمي رسد آيا جايز است در مسجد با تيمّم توقف كند؟, لازم است اوّل غسل كند سپس در كلاس درس حاضر شود.
 اگر شخص جنبي به حمّام برود و فراموش كند كه غسل را بجا آورد، آيا مي تواند وارد مسجد شود؟, نمي تواند.
 در جنب شدن زنها توسط خروج مني، آيا همان شرايطي كه براي مردها گفته شده لازم است؟, در زن لازم نيست كه با جستن بيرون آيد بلكه اگر رطوبت هنگامي بيرون آيد كه بهاوج شهوت جنسي رسيده است حكم مني دارد.
 آيا زن پس از نزديكي شوهر با او و قبل از غسل، بايد صبر كند تا مني شوهر از او خارج شود و اگر فوراً غسل كرد و آب يا رطوبت مشكوكي خارج شد، تكليفش چيست؟, غسل ندارد، ولي اگر يقيناً مني است بايد خود را آب بكشد
 چرا با غسل جنابت بدون وضو مي شود نماز خواند ولي با غسلهاي ديگر نمي شود و بايد وضو گرفت؟, با همه غسلهاي واجب مستحب قطعي مانند غسل جمعه مي توان نماز خواند ولي غسلهاي مستحبي كه به عنوان رجا بجا آورده مي شود جانشين وضو نمي گردد.
 در رساله حضرت امام (قدس سرّه الشريف) مطالعه كردم كه اگر مني از انسان خارج شود با اختيار يا بدون اختيار با شهوت يا بدون شهوت انسان جنب مي شود. در حال حاضر من سرباز هستم و دستشوييهاي اين پادگان كه ما در آن مستقر هستيم بسيار تاريك است و مدّتي است كه (بعضي مواقع) بي اختيار بعد از بول يا به هنگام بول از من مني دفع مي شود (در اين مورد مطمئن هستم) طبق فتواي حضرت امام (رضوان اللّه تعالي عليه) من جنب مي شوم. مشكل من اين استكه در شب كه نمي شود دقيقا ادرار را مشاهده كرد، اگر شك كنم كه از من مني دفع شده يا نه بايد غسل نمايم يا خير، و در ضمن اينجا حمّامها آبگرمكن ندارد (چون فقط در شب مي توانيم حمّام برويم) و حالا هم زمستان است و آب در شب سرد است و چند بار كه حمّام رفتم كليه درد گرفته ام و حمّامرفتن هم قدري زحمت دارد لطف بفرماييد و بنويسيد كه چه كار بايد بكنم و آيا در موارد ذكر شده جنب هستم؟, براي شناختن مني نشانه هايي است و براي شناخت آنها به مسأله 361 توضيح المسائل ما مراجعه كنيد، ولي اگر رطوبتي از انسان خارج شود و نداند مني است يا رطوبت ديگر (يعني مذي، وذي و ودي كه هر سه پاكند و غسل ندارند و وضو را هم باطل نمي كنند) چنانچه همراه با جستن و شهوت (يعني لذّت و خوش آمدن) بوده باشد، آن رطوبت حكم مني دارد امّا رطوبت لزج كه بعد از بول خارج مي شود مني نيست و هركجا كه شك داريد واجب نيست غسل كنيد و هركجا به خروج مني يقين كرديد اگر به واسطه نبودن آب گرم يا جهت ديگري نتوانيد غسل كنيد، تيمم بدل از غسل كنيد و بدن را تطهير كنيد و با لباس طاهر نماز بخوانيد و هرچند مدّت آن طولاني شود براي شما اشكال ندارد.
